"Infected","District","Date"
11081,"Haveri","2020-11-21"
11082,"Haveri","2020-11-22"
11069,"Haveri","2020-11-23"
11369,"Haveri","2020-11-24"
10541,"Haveri","2020-11-25"
10683,"Haveri","2020-11-26"
11416,"Haveri","2020-11-27"
11425,"Haveri","2020-11-28"
11438,"Haveri","2020-11-29"
11476,"Haveri","2020-11-30"
11514,"Haveri","2020-12-01"
10835,"Haveri","2020-12-02"
10863,"Haveri","2020-12-03"
10891,"Haveri","2020-12-04"
10915,"Haveri","2020-12-05"
10934,"Haveri","2020-12-06"
11066,"Haveri","2020-12-07"
11179,"Haveri","2020-12-08"
10867,"Haveri","2020-12-09"
10883,"Haveri","2020-12-10"
10901,"Haveri","2020-12-11"
10920,"Haveri","2020-12-12"
10937,"Haveri","2020-12-13"
10953,"Haveri","2020-12-14"
10966,"Haveri","2020-12-15"
10914,"Haveri","2020-12-16"
10928,"Haveri","2020-12-17"
10940,"Haveri","2020-12-18"
10952,"Haveri","2020-12-19"
10965,"Haveri","2020-12-20"
10981,"Haveri","2020-12-21"
11001,"Haveri","2020-12-22"
10950,"Haveri","2020-12-23"
10959,"Haveri","2020-12-24"
10968,"Haveri","2020-12-25"
10979,"Haveri","2020-12-26"
10992,"Haveri","2020-12-27"
11003,"Haveri","2020-12-28"
11022,"Haveri","2020-12-29"
10958,"Haveri","2020-12-30"
10963,"Haveri","2020-12-31"
10970,"Haveri","2021-01-01"
10978,"Haveri","2021-01-02"
10988,"Haveri","2021-01-03"
11000,"Haveri","2021-01-04"
11013,"Haveri","2021-01-05"
10979,"Haveri","2021-01-06"
10985,"Haveri","2021-01-07"
10992,"Haveri","2021-01-08"
10999,"Haveri","2021-01-09"
11007,"Haveri","2021-01-10"
11016,"Haveri","2021-01-11"
11027,"Haveri","2021-01-12"
10986,"Haveri","2021-01-13"
10990,"Haveri","2021-01-14"
10995,"Haveri","2021-01-15"
11000,"Haveri","2021-01-16"
11006,"Haveri","2021-01-17"
11012,"Haveri","2021-01-18"
11018,"Haveri","2021-01-19"
10988,"Haveri","2021-01-20"
10991,"Haveri","2021-01-21"
10994,"Haveri","2021-01-22"
10998,"Haveri","2021-01-23"
11003,"Haveri","2021-01-24"
11006,"Haveri","2021-01-25"
11011,"Haveri","2021-01-26"
11000,"Haveri","2021-01-27"
11003,"Haveri","2021-01-28"
11006,"Haveri","2021-01-29"
11010,"Haveri","2021-01-30"
11014,"Haveri","2021-01-31"
11018,"Haveri","2021-02-01"
11021,"Haveri","2021-02-02"
11002,"Haveri","2021-02-03"
11004,"Haveri","2021-02-04"
11006,"Haveri","2021-02-05"
11008,"Haveri","2021-02-06"
11010,"Haveri","2021-02-07"
11012,"Haveri","2021-02-08"
11014,"Haveri","2021-02-09"
11005,"Haveri","2021-02-10"
11007,"Haveri","2021-02-11"
11009,"Haveri","2021-02-12"
11010,"Haveri","2021-02-13"
11012,"Haveri","2021-02-14"
11013,"Haveri","2021-02-15"
11014,"Haveri","2021-02-16"
11012,"Haveri","2021-02-17"
11013,"Haveri","2021-02-18"
11015,"Haveri","2021-02-19"
11016,"Haveri","2021-02-20"
11017,"Haveri","2021-02-21"
11019,"Haveri","2021-02-22"
11020,"Haveri","2021-02-23"
11018,"Haveri","2021-02-24"
11019,"Haveri","2021-02-25"
11020,"Haveri","2021-02-26"
11022,"Haveri","2021-02-27"
11022,"Haveri","2021-02-28"
11024,"Haveri","2021-03-01"
11026,"Haveri","2021-03-02"
11022,"Haveri","2021-03-03"
11023,"Haveri","2021-03-04"
11023,"Haveri","2021-03-05"
11023,"Haveri","2021-03-06"
11024,"Haveri","2021-03-07"
11025,"Haveri","2021-03-08"
11025,"Haveri","2021-03-09"
11025,"Haveri","2021-03-10"
11026,"Haveri","2021-03-11"
11027,"Haveri","2021-03-12"
11026,"Haveri","2021-03-13"
11026,"Haveri","2021-03-14"
11027,"Haveri","2021-03-15"
11027,"Haveri","2021-03-16"
11027,"Haveri","2021-03-17"
11027,"Haveri","2021-03-18"
11027,"Haveri","2021-03-19"
11030,"Haveri","2021-03-20"
11031,"Haveri","2021-03-21"
11032,"Haveri","2021-03-22"
11033,"Haveri","2021-03-23"
11033,"Haveri","2021-03-24"
11033,"Haveri","2021-03-25"
11033,"Haveri","2021-03-26"
11046,"Haveri","2021-03-27"
11049,"Haveri","2021-03-28"
11052,"Haveri","2021-03-29"
11055,"Haveri","2021-03-30"
11057,"Haveri","2021-03-31"
11060,"Haveri","2021-04-01"
11063,"Haveri","2021-04-02"
11066,"Haveri","2021-04-03"
11071,"Haveri","2021-04-04"
11076,"Haveri","2021-04-05"
11080,"Haveri","2021-04-06"
11087,"Haveri","2021-04-07"
11092,"Haveri","2021-04-08"
11099,"Haveri","2021-04-09"
71.6598,"Kalaburagi","2020-04-14"
75.1901,"Kalaburagi","2020-04-15"
78.3315,"Kalaburagi","2020-04-16"
81.26,"Kalaburagi","2020-04-17"
86.6637,"Kalaburagi","2020-04-18"
96.5321,"Kalaburagi","2020-04-19"
105.64,"Kalaburagi","2020-04-20"
110.847,"Kalaburagi","2020-04-21"
113.82,"Kalaburagi","2020-04-22"
115.514,"Kalaburagi","2020-04-23"
116.477,"Kalaburagi","2020-04-24"
117.021,"Kalaburagi","2020-04-25"
117.326,"Kalaburagi","2020-04-26"
117.495,"Kalaburagi","2020-04-27"
117.585,"Kalaburagi","2020-04-28"
117.63,"Kalaburagi","2020-04-29"
117.65,"Kalaburagi","2020-04-30"
117.657,"Kalaburagi","2020-05-01"
117.655,"Kalaburagi","2020-05-02"
117.65,"Kalaburagi","2020-05-03"
119.484,"Kalaburagi","2020-05-04"
124.204,"Kalaburagi","2020-05-05"
131.112,"Kalaburagi","2020-05-06"
139.896,"Kalaburagi","2020-05-07"
150.472,"Kalaburagi","2020-05-08"
162.904,"Kalaburagi","2020-05-09"
177.352,"Kalaburagi","2020-05-10"
189.482,"Kalaburagi","2020-05-11"
196.928,"Kalaburagi","2020-05-12"
201.698,"Kalaburagi","2020-05-13"
204.933,"Kalaburagi","2020-05-14"
210.998,"Kalaburagi","2020-05-15"
222.367,"Kalaburagi","2020-05-16"
237.826,"Kalaburagi","2020-05-17"
256.835,"Kalaburagi","2020-05-18"
279.253,"Kalaburagi","2020-05-19"
305.191,"Kalaburagi","2020-05-20"
334.929,"Kalaburagi","2020-05-21"
368.87,"Kalaburagi","2020-05-22"
407.525,"Kalaburagi","2020-05-23"
451.497,"Kalaburagi","2020-05-24"
496.502,"Kalaburagi","2020-05-25"
539.848,"Kalaburagi","2020-05-26"
583.543,"Kalaburagi","2020-05-27"
632.543,"Kalaburagi","2020-05-28"
689.279,"Kalaburagi","2020-05-29"
743.158,"Kalaburagi","2020-05-30"
788.675,"Kalaburagi","2020-05-31"
829.513,"Kalaburagi","2020-06-01"
867.669,"Kalaburagi","2020-06-02"
904.224,"Kalaburagi","2020-06-03"
939.764,"Kalaburagi","2020-06-04"
974.61,"Kalaburagi","2020-06-05"
1008.93,"Kalaburagi","2020-06-06"
1042.83,"Kalaburagi","2020-06-07"
1076.36,"Kalaburagi","2020-06-08"
1109.54,"Kalaburagi","2020-06-09"
1142.4,"Kalaburagi","2020-06-10"
1174.94,"Kalaburagi","2020-06-11"
1207.17,"Kalaburagi","2020-06-12"
1236.14,"Kalaburagi","2020-06-13"
1260.69,"Kalaburagi","2020-06-14"
1282.53,"Kalaburagi","2020-06-15"
1302.59,"Kalaburagi","2020-06-16"
1321.38,"Kalaburagi","2020-06-17"
1339.16,"Kalaburagi","2020-06-18"
1356.12,"Kalaburagi","2020-06-19"
1372.34,"Kalaburagi","2020-06-20"
1392.67,"Kalaburagi","2020-06-21"
1419.27,"Kalaburagi","2020-06-22"
1449.68,"Kalaburagi","2020-06-23"
1482.6,"Kalaburagi","2020-06-24"
1517.32,"Kalaburagi","2020-06-25"
1553.46,"Kalaburagi","2020-06-26"
1590.86,"Kalaburagi","2020-06-27"
1635.73,"Kalaburagi","2020-06-28"
1691.97,"Kalaburagi","2020-06-29"
1757.57,"Kalaburagi","2020-06-30"
1472,"Kalaburagi","2020-07-01"
1507,"Kalaburagi","2020-07-02"
1524,"Kalaburagi","2020-07-03"
1580,"Kalaburagi","2020-07-04"
1661,"Kalaburagi","2020-07-05"
1731,"Kalaburagi","2020-07-06"
1774,"Kalaburagi","2020-07-07"
1797,"Kalaburagi","2020-07-08"
1860,"Kalaburagi","2020-07-09"
1913,"Kalaburagi","2020-07-10"
1974,"Kalaburagi","2020-07-11"
2042,"Kalaburagi","2020-07-12"
2110,"Kalaburagi","2020-07-13"
2142,"Kalaburagi","2020-07-14"
2424,"Kalaburagi","2020-07-15"
2538,"Kalaburagi","2020-07-16"
2637,"Kalaburagi","2020-07-17"
2711,"Kalaburagi","2020-07-18"
2844,"Kalaburagi","2020-07-19"
2963,"Kalaburagi","2020-07-20"
3005,"Kalaburagi","2020-07-21"
3071,"Kalaburagi","2020-07-22"
3161,"Kalaburagi","2020-07-23"
3259,"Kalaburagi","2020-07-24"
3340,"Kalaburagi","2020-07-25"
3404,"Kalaburagi","2020-07-26"
3477,"Kalaburagi","2020-07-27"
3558,"Kalaburagi","2020-07-28"
5141,"Kalaburagi","2020-07-29"
5427,"Kalaburagi","2020-07-30"
6225,"Kalaburagi","2020-07-31"
6591,"Kalaburagi","2020-08-01"
6621,"Kalaburagi","2020-08-02"
6699,"Kalaburagi","2020-08-03"
6761,"Kalaburagi","2020-08-04"
6439,"Kalaburagi","2020-08-05"
6673,"Kalaburagi","2020-08-06"
6939,"Kalaburagi","2020-08-07"
7401,"Kalaburagi","2020-08-08"
7646,"Kalaburagi","2020-08-09"
7885,"Kalaburagi","2020-08-10"
8311,"Kalaburagi","2020-08-11"
7917,"Kalaburagi","2020-08-12"
8109,"Kalaburagi","2020-08-13"
8333,"Kalaburagi","2020-08-14"
8515,"Kalaburagi","2020-08-15"
8621,"Kalaburagi","2020-08-16"
8800,"Kalaburagi","2020-08-17"
9134,"Kalaburagi","2020-08-18"
9527,"Kalaburagi","2020-08-19"
9811,"Kalaburagi","2020-08-20"
10112,"Kalaburagi","2020-08-21"
10503,"Kalaburagi","2020-08-22"
10909,"Kalaburagi","2020-08-23"
11367,"Kalaburagi","2020-08-24"
11802,"Kalaburagi","2020-08-25"
10761,"Kalaburagi","2020-08-26"
10958,"Kalaburagi","2020-08-27"
11158,"Kalaburagi","2020-08-28"
11363,"Kalaburagi","2020-08-29"
11600,"Kalaburagi","2020-08-30"
11885,"Kalaburagi","2020-08-31"
12207,"Kalaburagi","2020-09-01"
12152,"Kalaburagi","2020-09-02"
12374,"Kalaburagi","2020-09-03"
12599,"Kalaburagi","2020-09-04"
12827,"Kalaburagi","2020-09-05"
13072,"Kalaburagi","2020-09-06"
13350,"Kalaburagi","2020-09-07"
13674,"Kalaburagi","2020-09-08"
13454,"Kalaburagi","2020-09-09"
13662,"Kalaburagi","2020-09-10"
13866,"Kalaburagi","2020-09-11"
14067,"Kalaburagi","2020-09-12"
14283,"Kalaburagi","2020-09-13"
14510,"Kalaburagi","2020-09-14"
14771,"Kalaburagi","2020-09-15"
14988,"Kalaburagi","2020-09-16"
15231,"Kalaburagi","2020-09-17"
15434,"Kalaburagi","2020-09-18"
15696,"Kalaburagi","2020-09-19"
15945,"Kalaburagi","2020-09-20"
16191,"Kalaburagi","2020-09-21"
16465,"Kalaburagi","2020-09-22"
16075,"Kalaburagi","2020-09-23"
16227,"Kalaburagi","2020-09-24"
16364,"Kalaburagi","2020-09-25"
16519,"Kalaburagi","2020-09-26"
16656,"Kalaburagi","2020-09-27"
16815,"Kalaburagi","2020-09-28"
16959,"Kalaburagi","2020-09-29"
17206,"Kalaburagi","2020-09-30"
17387,"Kalaburagi","2020-10-01"
17612,"Kalaburagi","2020-10-02"
17812,"Kalaburagi","2020-10-03"
18055,"Kalaburagi","2020-10-04"
18239,"Kalaburagi","2020-10-05"
18410,"Kalaburagi","2020-10-06"
17994,"Kalaburagi","2020-10-07"
18165,"Kalaburagi","2020-10-08"
18288,"Kalaburagi","2020-10-09"
18433,"Kalaburagi","2020-10-10"
18564,"Kalaburagi","2020-10-11"
18674,"Kalaburagi","2020-10-12"
18775,"Kalaburagi","2020-10-13"
18866,"Kalaburagi","2020-10-14"
18988,"Kalaburagi","2020-10-15"
19095,"Kalaburagi","2020-10-16"
19202,"Kalaburagi","2020-10-17"
19270,"Kalaburagi","2020-10-18"
19329,"Kalaburagi","2020-10-19"
19391,"Kalaburagi","2020-10-20"
19215,"Kalaburagi","2020-10-21"
19278,"Kalaburagi","2020-10-22"
19356,"Kalaburagi","2020-10-23"
19406,"Kalaburagi","2020-10-24"
19435,"Kalaburagi","2020-10-25"
19424,"Kalaburagi","2020-10-26"
19403,"Kalaburagi","2020-10-27"
19602,"Kalaburagi","2020-10-28"
19645,"Kalaburagi","2020-10-29"
19691,"Kalaburagi","2020-10-30"
19743,"Kalaburagi","2020-10-31"
19779,"Kalaburagi","2020-11-01"
19821,"Kalaburagi","2020-11-02"
19837,"Kalaburagi","2020-11-03"
19824,"Kalaburagi","2020-11-04"
19848,"Kalaburagi","2020-11-05"
19900,"Kalaburagi","2020-11-06"
19934,"Kalaburagi","2020-11-07"
19958,"Kalaburagi","2020-11-08"
19990,"Kalaburagi","2020-11-09"
20025,"Kalaburagi","2020-11-10"
20026,"Kalaburagi","2020-11-11"
20055,"Kalaburagi","2020-11-12"
20080,"Kalaburagi","2020-11-13"
20110,"Kalaburagi","2020-11-14"
20135,"Kalaburagi","2020-11-15"
20164,"Kalaburagi","2020-11-16"
20191,"Kalaburagi","2020-11-17"
20217,"Kalaburagi","2020-11-18"
20241,"Kalaburagi","2020-11-19"
20272,"Kalaburagi","2020-11-20"
20300,"Kalaburagi","2020-11-21"
20326,"Kalaburagi","2020-11-22"
20353,"Kalaburagi","2020-11-23"
20376,"Kalaburagi","2020-11-24"
20372,"Kalaburagi","2020-11-25"
20400,"Kalaburagi","2020-11-26"
20457,"Kalaburagi","2020-11-27"
20476,"Kalaburagi","2020-11-28"
20504,"Kalaburagi","2020-11-29"
20525,"Kalaburagi","2020-11-30"
20543,"Kalaburagi","2020-12-01"
20493,"Kalaburagi","2020-12-02"
20517,"Kalaburagi","2020-12-03"
20541,"Kalaburagi","2020-12-04"
20567,"Kalaburagi","2020-12-05"
20588,"Kalaburagi","2020-12-06"
20614,"Kalaburagi","2020-12-07"
20638,"Kalaburagi","2020-12-08"
20659,"Kalaburagi","2020-12-09"
20683,"Kalaburagi","2020-12-10"
20705,"Kalaburagi","2020-12-11"
20729,"Kalaburagi","2020-12-12"
20752,"Kalaburagi","2020-12-13"
20775,"Kalaburagi","2020-12-14"
20798,"Kalaburagi","2020-12-15"
20767,"Kalaburagi","2020-12-16"
20787,"Kalaburagi","2020-12-17"
20808,"Kalaburagi","2020-12-18"
20829,"Kalaburagi","2020-12-19"
20850,"Kalaburagi","2020-12-20"
20872,"Kalaburagi","2020-12-21"
20893,"Kalaburagi","2020-12-22"
20960,"Kalaburagi","2020-12-23"
20987,"Kalaburagi","2020-12-24"
21012,"Kalaburagi","2020-12-25"
21036,"Kalaburagi","2020-12-26"
21060,"Kalaburagi","2020-12-27"
21083,"Kalaburagi","2020-12-28"
21107,"Kalaburagi","2020-12-29"
21069,"Kalaburagi","2020-12-30"
21091,"Kalaburagi","2020-12-31"
21112,"Kalaburagi","2021-01-01"
21135,"Kalaburagi","2021-01-02"
21158,"Kalaburagi","2021-01-03"
21181,"Kalaburagi","2021-01-04"
21204,"Kalaburagi","2021-01-05"
21188,"Kalaburagi","2021-01-06"
21208,"Kalaburagi","2021-01-07"
21228,"Kalaburagi","2021-01-08"
21249,"Kalaburagi","2021-01-09"
21270,"Kalaburagi","2021-01-10"
21291,"Kalaburagi","2021-01-11"
21312,"Kalaburagi","2021-01-12"
21324,"Kalaburagi","2021-01-13"
21344,"Kalaburagi","2021-01-14"
21365,"Kalaburagi","2021-01-15"
21387,"Kalaburagi","2021-01-16"
21408,"Kalaburagi","2021-01-17"
21430,"Kalaburagi","2021-01-18"
21451,"Kalaburagi","2021-01-19"
21427,"Kalaburagi","2021-01-20"
21446,"Kalaburagi","2021-01-21"
21465,"Kalaburagi","2021-01-22"
21485,"Kalaburagi","2021-01-23"
21505,"Kalaburagi","2021-01-24"
21525,"Kalaburagi","2021-01-25"
21545,"Kalaburagi","2021-01-26"
21577,"Kalaburagi","2021-01-27"
21598,"Kalaburagi","2021-01-28"
21619,"Kalaburagi","2021-01-29"
21641,"Kalaburagi","2021-01-30"
21660,"Kalaburagi","2021-01-31"
21681,"Kalaburagi","2021-02-01"
21701,"Kalaburagi","2021-02-02"
21654,"Kalaburagi","2021-02-03"
21670,"Kalaburagi","2021-02-04"
21687,"Kalaburagi","2021-02-05"
21704,"Kalaburagi","2021-02-06"
21722,"Kalaburagi","2021-02-07"
21739,"Kalaburagi","2021-02-08"
21757,"Kalaburagi","2021-02-09"
21761,"Kalaburagi","2021-02-10"
21778,"Kalaburagi","2021-02-11"
21795,"Kalaburagi","2021-02-12"
21813,"Kalaburagi","2021-02-13"
21831,"Kalaburagi","2021-02-14"
21848,"Kalaburagi","2021-02-15"
21866,"Kalaburagi","2021-02-16"
21844,"Kalaburagi","2021-02-17"
21857,"Kalaburagi","2021-02-18"
21873,"Kalaburagi","2021-02-19"
21889,"Kalaburagi","2021-02-20"
21905,"Kalaburagi","2021-02-21"
21921,"Kalaburagi","2021-02-22"
21937,"Kalaburagi","2021-02-23"
21939,"Kalaburagi","2021-02-24"
21954,"Kalaburagi","2021-02-25"
21970,"Kalaburagi","2021-02-26"
21987,"Kalaburagi","2021-02-27"
22004,"Kalaburagi","2021-02-28"
22020,"Kalaburagi","2021-03-01"
22037,"Kalaburagi","2021-03-02"
22044,"Kalaburagi","2021-03-03"
22060,"Kalaburagi","2021-03-04"
22089,"Kalaburagi","2021-03-05"
22107,"Kalaburagi","2021-03-06"
22126,"Kalaburagi","2021-03-07"
22143,"Kalaburagi","2021-03-08"
22160,"Kalaburagi","2021-03-09"
22177,"Kalaburagi","2021-03-10"
22195,"Kalaburagi","2021-03-11"
22213,"Kalaburagi","2021-03-12"
22330,"Kalaburagi","2021-03-13"
22356,"Kalaburagi","2021-03-14"
22382,"Kalaburagi","2021-03-15"
22407,"Kalaburagi","2021-03-16"
22431,"Kalaburagi","2021-03-17"
22454,"Kalaburagi","2021-03-18"
22477,"Kalaburagi","2021-03-19"
22688,"Kalaburagi","2021-03-20"
22727,"Kalaburagi","2021-03-21"
22760,"Kalaburagi","2021-03-22"
22794,"Kalaburagi","2021-03-23"
22822,"Kalaburagi","2021-03-24"
22851,"Kalaburagi","2021-03-25"
22878,"Kalaburagi","2021-03-26"
23345,"Kalaburagi","2021-03-27"
23431,"Kalaburagi","2021-03-28"
23518,"Kalaburagi","2021-03-29"
23585,"Kalaburagi","2021-03-30"
23648,"Kalaburagi","2021-03-31"
23703,"Kalaburagi","2021-04-01"
23749,"Kalaburagi","2021-04-02"
24324,"Kalaburagi","2021-04-03"
24427,"Kalaburagi","2021-04-04"
24512,"Kalaburagi","2021-04-05"
24576,"Kalaburagi","2021-04-06"
24630,"Kalaburagi","2021-04-07"
24691,"Kalaburagi","2021-04-08"
24743,"Kalaburagi","2021-04-09"
38.9961,"Kodagu","2020-06-25"
45.4648,"Kodagu","2020-06-26"
51.8306,"Kodagu","2020-06-27"
58.1449,"Kodagu","2020-06-28"
64.4549,"Kodagu","2020-06-29"
70.8035,"Kodagu","2020-06-30"
62,"Kodagu","2020-07-01"
71,"Kodagu","2020-07-02"
51,"Kodagu","2020-07-03"
71,"Kodagu","2020-07-04"
88,"Kodagu","2020-07-05"
122,"Kodagu","2020-07-06"
324,"Kodagu","2020-07-07"
88,"Kodagu","2020-07-08"
98,"Kodagu","2020-07-09"
126,"Kodagu","2020-07-10"
153,"Kodagu","2020-07-11"
228,"Kodagu","2020-07-12"
236,"Kodagu","2020-07-13"
565,"Kodagu","2020-07-14"
213,"Kodagu","2020-07-15"
249,"Kodagu","2020-07-16"
262,"Kodagu","2020-07-17"
301,"Kodagu","2020-07-18"
424,"Kodagu","2020-07-19"
452,"Kodagu","2020-07-20"
467,"Kodagu","2020-07-21"
286,"Kodagu","2020-07-22"
273,"Kodagu","2020-07-23"
273,"Kodagu","2020-07-24"
318,"Kodagu","2020-07-25"
350,"Kodagu","2020-07-26"
378,"Kodagu","2020-07-27"
405,"Kodagu","2020-07-28"
364,"Kodagu","2020-07-29"
375,"Kodagu","2020-07-30"
365,"Kodagu","2020-07-31"
360,"Kodagu","2020-08-01"
367,"Kodagu","2020-08-02"
383,"Kodagu","2020-08-03"
431,"Kodagu","2020-08-04"
567,"Kodagu","2020-08-05"
604,"Kodagu","2020-08-06"
640,"Kodagu","2020-08-07"
702,"Kodagu","2020-08-08"
720,"Kodagu","2020-08-09"
765,"Kodagu","2020-08-10"
793,"Kodagu","2020-08-11"
774,"Kodagu","2020-08-12"
812,"Kodagu","2020-08-13"
844,"Kodagu","2020-08-14"
926,"Kodagu","2020-08-15"
1000,"Kodagu","2020-08-16"
1031,"Kodagu","2020-08-17"
1106,"Kodagu","2020-08-18"
1016,"Kodagu","2020-08-19"
1079,"Kodagu","2020-08-20"
1143,"Kodagu","2020-08-21"
1209,"Kodagu","2020-08-22"
1279,"Kodagu","2020-08-23"
1347,"Kodagu","2020-08-24"
1403,"Kodagu","2020-08-25"
1256,"Kodagu","2020-08-26"
1273,"Kodagu","2020-08-27"
1310,"Kodagu","2020-08-28"
1359,"Kodagu","2020-08-29"
1414,"Kodagu","2020-08-30"
1513,"Kodagu","2020-08-31"
1611,"Kodagu","2020-09-01"
1538,"Kodagu","2020-09-02"
1550,"Kodagu","2020-09-03"
1561,"Kodagu","2020-09-04"
1625,"Kodagu","2020-09-05"
1749,"Kodagu","2020-09-06"
1898,"Kodagu","2020-09-07"
2005,"Kodagu","2020-09-08"
1775,"Kodagu","2020-09-09"
1816,"Kodagu","2020-09-10"
1856,"Kodagu","2020-09-11"
1910,"Kodagu","2020-09-12"
1956,"Kodagu","2020-09-13"
2022,"Kodagu","2020-09-14"
2081,"Kodagu","2020-09-15"
2097,"Kodagu","2020-09-16"
2141,"Kodagu","2020-09-17"
2199,"Kodagu","2020-09-18"
2249,"Kodagu","2020-09-19"
2319,"Kodagu","2020-09-20"
2391,"Kodagu","2020-09-21"
2471,"Kodagu","2020-09-22"
2381,"Kodagu","2020-09-23"
2426,"Kodagu","2020-09-24"
2472,"Kodagu","2020-09-25"
2521,"Kodagu","2020-09-26"
2581,"Kodagu","2020-09-27"
2647,"Kodagu","2020-09-28"
2716,"Kodagu","2020-09-29"
2697,"Kodagu","2020-09-30"
2758,"Kodagu","2020-10-01"
2810,"Kodagu","2020-10-02"
2858,"Kodagu","2020-10-03"
2923,"Kodagu","2020-10-04"
2982,"Kodagu","2020-10-05"
3033,"Kodagu","2020-10-06"
3239,"Kodagu","2020-10-07"
3325,"Kodagu","2020-10-08"
3381,"Kodagu","2020-10-09"
3459,"Kodagu","2020-10-10"
3578,"Kodagu","2020-10-11"
3685,"Kodagu","2020-10-12"
3763,"Kodagu","2020-10-13"
3977,"Kodagu","2020-10-14"
4006,"Kodagu","2020-10-15"
4065,"Kodagu","2020-10-16"
4196,"Kodagu","2020-10-17"
4323,"Kodagu","2020-10-18"
4488,"Kodagu","2020-10-19"
4615,"Kodagu","2020-10-20"
4580,"Kodagu","2020-10-21"
4697,"Kodagu","2020-10-22"
4765,"Kodagu","2020-10-23"
4834,"Kodagu","2020-10-24"
4927,"Kodagu","2020-10-25"
5036,"Kodagu","2020-10-26"
5148,"Kodagu","2020-10-27"
4820,"Kodagu","2020-10-28"
4915,"Kodagu","2020-10-29"
5052,"Kodagu","2020-10-30"
5067,"Kodagu","2020-10-31"
5145,"Kodagu","2020-11-01"
5178,"Kodagu","2020-11-02"
5198,"Kodagu","2020-11-03"
4920,"Kodagu","2020-11-04"
4936,"Kodagu","2020-11-05"
4929,"Kodagu","2020-11-06"
4941,"Kodagu","2020-11-07"
4979,"Kodagu","2020-11-08"
5056,"Kodagu","2020-11-09"
5139,"Kodagu","2020-11-10"
5091,"Kodagu","2020-11-11"
5139,"Kodagu","2020-11-12"
5198,"Kodagu","2020-11-13"
5203,"Kodagu","2020-11-14"
5219,"Kodagu","2020-11-15"
5245,"Kodagu","2020-11-16"
5364,"Kodagu","2020-11-17"
5187,"Kodagu","2020-11-18"
5265,"Kodagu","2020-11-19"
5376,"Kodagu","2020-11-20"
5448,"Kodagu","2020-11-21"
5571,"Kodagu","2020-11-22"
5635,"Kodagu","2020-11-23"
5684,"Kodagu","2020-11-24"
5282,"Kodagu","2020-11-25"
5376,"Kodagu","2020-11-26"
5394,"Kodagu","2020-11-27"
5410,"Kodagu","2020-11-28"
5489,"Kodagu","2020-11-29"
5503,"Kodagu","2020-11-30"
5575,"Kodagu","2020-12-01"
5328,"Kodagu","2020-12-02"
5379,"Kodagu","2020-12-03"
5432,"Kodagu","2020-12-04"
5447,"Kodagu","2020-12-05"
5468,"Kodagu","2020-12-06"
5471,"Kodagu","2020-12-07"
5468,"Kodagu","2020-12-08"
5405,"Kodagu","2020-12-09"
5454,"Kodagu","2020-12-10"
5483,"Kodagu","2020-12-11"
5547,"Kodagu","2020-12-12"
5612,"Kodagu","2020-12-13"
5670,"Kodagu","2020-12-14"
5724,"Kodagu","2020-12-15"
5538,"Kodagu","2020-12-16"
5555,"Kodagu","2020-12-17"
5550,"Kodagu","2020-12-18"
5566,"Kodagu","2020-12-19"
5570,"Kodagu","2020-12-20"
5558,"Kodagu","2020-12-21"
5559,"Kodagu","2020-12-22"
5659,"Kodagu","2020-12-23"
5665,"Kodagu","2020-12-24"
5683,"Kodagu","2020-12-25"
5692,"Kodagu","2020-12-26"
5705,"Kodagu","2020-12-27"
5720,"Kodagu","2020-12-28"
5729,"Kodagu","2020-12-29"
5725,"Kodagu","2020-12-30"
5741,"Kodagu","2020-12-31"
5757,"Kodagu","2021-01-01"
5771,"Kodagu","2021-01-02"
5785,"Kodagu","2021-01-03"
5800,"Kodagu","2021-01-04"
5818,"Kodagu","2021-01-05"
5797,"Kodagu","2021-01-06"
5810,"Kodagu","2021-01-07"
5823,"Kodagu","2021-01-08"
5835,"Kodagu","2021-01-09"
5848,"Kodagu","2021-01-10"
5862,"Kodagu","2021-01-11"
5874,"Kodagu","2021-01-12"
5863,"Kodagu","2021-01-13"
5874,"Kodagu","2021-01-14"
5886,"Kodagu","2021-01-15"
5898,"Kodagu","2021-01-16"
5911,"Kodagu","2021-01-17"
5924,"Kodagu","2021-01-18"
5941,"Kodagu","2021-01-19"
5929,"Kodagu","2021-01-20"
5942,"Kodagu","2021-01-21"
5955,"Kodagu","2021-01-22"
5967,"Kodagu","2021-01-23"
5980,"Kodagu","2021-01-24"
5992,"Kodagu","2021-01-25"
6007,"Kodagu","2021-01-26"
5962,"Kodagu","2021-01-27"
5970,"Kodagu","2021-01-28"
5979,"Kodagu","2021-01-29"
5988,"Kodagu","2021-01-30"
5996,"Kodagu","2021-01-31"
6005,"Kodagu","2021-02-01"
6019,"Kodagu","2021-02-02"
6058,"Kodagu","2021-02-03"
6072,"Kodagu","2021-02-04"
6088,"Kodagu","2021-02-05"
6102,"Kodagu","2021-02-06"
6116,"Kodagu","2021-02-07"
6131,"Kodagu","2021-02-08"
6144,"Kodagu","2021-02-09"
6094,"Kodagu","2021-02-10"
6103,"Kodagu","2021-02-11"
6111,"Kodagu","2021-02-12"
6121,"Kodagu","2021-02-13"
6131,"Kodagu","2021-02-14"
6142,"Kodagu","2021-02-15"
6153,"Kodagu","2021-02-16"
6121,"Kodagu","2021-02-17"
6128,"Kodagu","2021-02-18"
